-33, -28, -30, -31, -30, -26, -21, -18, -13, -7, -3, 0, 5, 7, 11, 13, 14, 17, -41, -33, -29, -27, -25, -22, -16, -13, -8, -3, 3, 6, 9, 13, 15, 17, 18, 20, -15080, 872, 6224, 0, 0, 0, 1846, 1663926837642
-33, -27, -28, -30, -28, -25, -20, -18, -12, -6, -2, 0, 5, 7, 11, 12, 15, 18, -40, -32, -28, -26, -25, -22, -16, -13, -8, -2, 2, 5, 8, 13, 15, 16, 18, 20, -15120, 992, 6232, 0, 0, 0, 1846, 1663926837705
-32, -26, -27, -29, -27, -24, -19, -16, -11, -6, -2, 0, 5, 8, 11, 13, 15, 17, -39, -31, -28, -25, -23, -21, -17, -13, -8, -3, 1, 5, 8, 11, 14, 16, 17, 19, -14928, 1144, 5336, 0, 0, 0, 1846, 1663926837792
-35, -27, -27, -28, -25, -21, -16, -13, -9, -3, 0, 2, 7, 8, 11, 13, 14, 16, -39, -31, -26, -24, -22, -20, -16, -13, -9, -4, 1, 4, 6, 11, 12, 15, 17, 18, -14776, 1536, 5296, 0, 0, 0, 1846, 1663926837912
-35, -27, -27, -28, -24, -21, -15, -13, -8, -3, 0, 2, 7, 8, 11, 12, 14, 16, -39, -31, -27, -24, -22, -20, -15, -12, -8, -4, 1, 4, 6, 10, 12, 16, 17, 19, -14832, 1256, 5200, 0, 0, 0, 1846, 1663926837972
-36, -27, -27, -28, -24, -20, -15, -13, -8, -2, 0, 1, 6, 8, 11, 13, 15, 17, -41, -32, -27, -24, -22, -20, -15, -12, -8, -4, 0, 4, 6, 11, 13, 16, 17, 20, -15296, 1464, 5192, 0, 0, 0, 1846, 1663926838034
-36, -28, -28, -28, -25, -20, -15, -12, -8, -2, 0, 2, 6, 8, 11, 13, 15, 17, -41, -32, -28, -26, -23, -21, -15, -12, -9, -4, 0, 3, 6, 10, 12, 15, 17, 19, -14960, 1680, 5256, 0, 0, 0, 1846, 1663926838129
-37, -29, -30, -29, -25, -20, -14, -11, -6, 0, 3, 3, 9, 11, 12, 14, 15, 17, -42, -34, -30, -27, -24, -22, -16, -13, -10, -4, 0, 3, 6, 10, 12, 15, 17, 20, -15152, 2504, 4368, 0, 0, 0, 1846, 1663926838248
-37, -29, -29, -29, -25, -20, -14, -11, -6, 0, 3, 5, 10, 12, 14, 15, 16, 17, -41, -33, -29, -26, -25, -22, -18, -15, -11, -6, 0, 3, 6, 10, 13, 16, 17, 19, -17216, 1160, 6432, 0, 0, 0, 1846, 1663926838302
-39, -30, -29, -28, -24, -21, -15, -13, -6, 1, 5, 7, 12, 13, 15, 15, 16, 17, -38, -30, -27, -23, -23, -23, -19, -17, -13, -7, -1, 3, 6, 11, 13, 17, 18, 20, -17072, 944, 6376, 0, 0, 0, 1846, 1663926838401
-38, -28, -26, -26, -22, -19, -14, -11, -5, 2, 5, 7, 11, 12, 14, 15, 15, 17, -32, -24, -22, -20, -21, -22, -19, -17, -13, -7, -2, 1, 5, 10, 12, 16, 17, 19, -12848, 2376, 8672, 0, 0, 0, 1846, 1663926838521
-35, -25, -24, -24, -22, -19, -15, -13, -6, -1, 1, 3, 8, 11, 13, 14, 15, 17, -30, -24, -21, -20, -21, -20, -18, -15, -11, -6, -1, 2, 5, 9, 11, 14, 16, 18, -15560, -920, 7752, 0, 0, 0, 1846, 1663926838575
-33, -25, -24, -25, -23, -20, -15, -13, -9, -4, -1, 1, 6, 9, 11, 13, 14, 16, -34, -27, -24, -21, -21, -19, -15, -13, -9, -4, 0, 3, 6, 10, 12, 14, 15, 17, -15648, -880, 7856, 0, 0, 0, 1846, 1663926838636
-27, -20, -21, -24, -23, -22, -18, -17, -13, -8, -5, -2, 4, 6, 10, 12, 14, 16, -33, -28, -25, -23, -22, -20, -15, -12, -8, -2, 3, 6, 8, 12, 13, 15, 15, 16, -12600, -1720, 6552, 0, 0, 0, 1846, 1663926838695
-22, -18, -21, -25, -26, -26, -23, -22, -19, -13, -8, -5, 2, 5, 10, 12, 14, 17, -32, -27, -26, -24, -24, -22, -17, -13, -7, -1, 5, 8, 11, 15, 15, 17, 16, 18, -12712, -1696, 6568, 0, 0, 0, 1846, 1663926838787
-21, -17, -22, -26, -28, -29, -26, -24, -20, -15, -10, -6, 1, 5, 9, 12, 14, 18, -31, -28, -27, -26, -25, -23, -17, -13, -7, 0, 6, 10, 13, 16, 17, 18, 18, 19, -12712, -1696, 6568, 0, 0, 0, 1846, 1663926838846
-25, -22, -25, -29, -29, -28, -24, -23, -19, -13, -9, -6, 0, 4, 9, 12, 15, 18, -33, -30, -28, -26, -24, -22, -15, -11, -5, 1, 6, 9, 13, 16, 17, 19, 18, 20, -13712, -3296, 5536, 0, 0, 0, 1846, 1663926838905
-33, -29, -31, -34, -32, -28, -23, -20, -16, -11, -7, -4, 1, 5, 10, 12, 15, 19, -35, -31, -30, -28, -25, -21, -14, -9, -4, 1, 6, 9, 12, 16, 18, 19, 20, 21, -14552, -3336, 6000, 0, 0, 0, 1846, 1663926838965
