-32, -26, -22, -18, -14, -8, -4, 0, 3, 7, 11, 12, 13, 13, 11, 8, 4, 1, -30, -26, -23, -18, -15, -9, -5, 0, 3, 6, 9, 11, 12, 13, 10, 7, 3, 0, -1897, 114, 658, -50, -5, 47, 1822, 1666178020224
-33, -27, -23, -18, -14, -8, -4, 0, 4, 8, 11, 12, 14, 13, 11, 8, 4, 1, -28, -25, -23, -19, -16, -9, -6, -1, 2, 6, 9, 11, 12, 13, 10, 6, 3, 0, -1947, 165, 638, -16, 55, 14, 1822, 1666178020402
-33, -26, -22, -18, -13, -8, -4, 0, 2, 6, 10, 11, 13, 13, 11, 8, 4, 1, -27, -22, -20, -16, -13, -8, -5, -1, 2, 6, 9, 11, 13, 13, 11, 7, 4, 0, -1969, -215, 400, -62, 152, -69, 1822, 1666178020610
-28, -23, -21, -17, -14, -9, -5, -1, 2, 5, 9, 11, 12, 12, 10, 7, 4, 1, -22, -20, -19, -15, -12, -6, -3, 0, 4, 8, 11, 12, 13, 12, 10, 6, 3, 0, -1930, -275, 369, -150, -45, 34, 1822, 1666178020821
-32, -28, -24, -21, -16, -10, -6, -1, 2, 6, 10, 11, 12, 11, 9, 7, 3, 1, -22, -20, -19, -16, -13, -6, -3, 1, 4, 8, 11, 12, 13, 12, 10, 6, 4, 0, -2323, -430, 278, 0, -7, 80, 1822, 1666178021002
-28, -21, -19, -16, -14, -11, -8, -4, 0, 4, 8, 10, 13, 13, 12, 8, 4, 1, -21, -17, -16, -13, -12, -7, -5, -1, 2, 6, 9, 12, 13, 14, 11, 7, 4, 0, -2312, 12, 1235, -276, 234, 132, 1822, 1666178021210
-18, -15, -14, -12, -11, -7, -5, -2, 1, 5, 9, 11, 13, 12, 11, 8, 4, 1, -18, -17, -17, -16, -15, -11, -9, -5, -1, 2, 6, 8, 10, 11, 9, 6, 3, 0, -1412, 47, 435, -55, 59, 88, 1822, 1666178021421
-20, -16, -15, -13, -12, -8, -5, -1, 1, 5, 10, 11, 12, 12, 11, 8, 4, 1, -30, -26, -24, -20, -17, -11, -8, -3, 0, 4, 8, 9, 11, 10, 9, 6, 3, 0, -2236, 311, 326, -92, 49, -20, 1822, 1666178021601
-23, -20, -19, -16, -13, -9, -6, -1, 2, 6, 11, 12, 13, 13, 11, 7, 4, 1, -20, -19, -19, -18, -17, -13, -10, -5, 0, 3, 7, 9, 11, 11, 9, 5, 3, 0, -2343, 451, 1347, 144, -2, 75, 1822, 1666178021810
-25, -20, -19, -17, -15, -12, -8, -4, -1, 2, 6, 8, 9, 8, 7, 5, 3, 0, -22, -20, -19, -17, -15, -9, -7, -3, 0, 4, 7, 8, 9, 8, 6, 4, 2, 0, -1767, 245, 351, 153, -206, -69, 1822, 1666178022023
-40, -33, -28, -23, -17, -12, -7, -2, 0, 4, 7, 8, 10, 9, 8, 6, 3, 1, -27, -23, -22, -18, -15, -9, -5, -1, 2, 5, 8, 9, 10, 10, 8, 5, 3, 0, -2434, -36, 201, 29, 240, -2, 1822, 1666178022201
-15, -13, -14, -14, -13, -11, -9, -5, -1, 2, 7, 8, 10, 10, 9, 6, 3, 0, -19, -19, -19, -17, -15, -10, -8, -3, 0, 4, 7, 9, 10, 10, 8, 6, 3, 0, -1822, 918, 459, -43, -110, 85, 1822, 1666178022410
